i_dblp,j_sch,dblp_id,sch_id
1917,10244,conf/vldb/ChatziantoniouR96,oI1YKQOYb9kJ
747,39897,journals/sigmod/KokkotosIPS95,Zp7wEnhqAykJ
1542,60547,conf/vldb/IshikawaSF98,TggGsXfF7PAJ
1367,5081,conf/vldb/JagadishLS99,94DIEgTTg_oJ
2118,19767,conf/vldb/GottlobKP02,gF4nPxSCcOMJ
1480,11374,conf/vldb/BaulierBGJGKKMMNNRSS98,PNQJf4GUCFUJ
2447,49255,journals/vldb/DeWittNSV96,dt4Mxy8b2hwJ
567,23872,conf/sigmod/LeeWMS01,zY7N_EOz5NUJ
2003,1508,conf/vldb/ChenDZ03,5MbqS0-RzBIJ
838,14,conf/sigmod/ChangBCLLS00,173qcCip5coJ
2059,97,conf/vldb/KornMS02,LU7BfMnARgYJ
184,26551,journals/sigmod/BarbaraCJW01,ABGoVsWV6-cJ
205,21012,journals/sigmod/LohmanGFS01,b408sdGcY3UJ
2514,9537,journals/sigmod/MaximilienS02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637417%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
2025,23898,conf/vldb/HankinsP03,Vcvdez-TbS4J
201,61429,conf/sigmod/DeligiannakisR03,rKbwxobcJZYJ
404,64232,conf/sigmod/Amer-YahiaFSX03,U2fYU71slN8J
561,11225,conf/sigmod/ChenZCKR01,1DQ24XICaxwJ
474,18396,conf/sigmod/GaoW02,JvthmGX_uoQJ
535,41303,conf/sigmod/ChenRW02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D957109%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
917,39153,conf/sigmod/BraumandlKK99,A8qZGxwlDiYJ
429,45980,journals/sigmod/CeriFP99,zCbDZVfxWhAJ
917,55368,conf/sigmod/BraumandlKK99,rH5VOr1x-a8J
2391,9322,journals/vldb/Amer-YahiaCLS02,fm69LHjS4T0J
635,13776,journals/sigmod/KuoM96,hdLJFaDfpRIJ
1115,15167,conf/sigmod/ChaudhuriMN98,D7w6TQwatE0J
491,34965,journals/sigmod/JajodiaBBKMSW97,uaaJl906vYoJ
2510,4291,conf/vldb/BertinoBFS96,s0v9B-K8owEJ
1391,48993,conf/vldb/GarofalakisRS99,AyWUeJ5k2IoJ
834,35304,journals/sigmod/LeeCL95,IWBRB5LsUkQJ
511,59002,conf/sigmod/GarofalakisG02,rcSfDxBif40J
1002,34888,conf/vldb/LiCHPALHAY01,GoaTQV0Ng0EJ
1341,63401,conf/sigmod/KatayamaS97,G-XP436aGVAJ
704,62026,conf/sigmod/GehrkeKS01,url:http://portal.acm.org/citation.cfm%3Fid%3D335223
1011,33661,conf/sigmod/DeutschFS99,QxtGOVsCF78J
456,17601,conf/sigmod/SismanisDRK02,MNDAemDpS3cJ
1960,43636,conf/vldb/GalanisWJD03,MH5POSTR45wJ
952,34020,conf/sigmod/AboulnagaC99,mRIRFxOC8A8J
556,34020,conf/sigmod/ChaudhuriDN01,mRIRFxOC8A8J
955,44117,conf/sigmod/LakshmananNHP99,1I1VNEHN4jYJ
1960,53435,conf/vldb/GalanisWJD03,VYYj_19OzTsJ
998,12673,conf/vldb/NatsevCSLV01,lD7OgF3Xw6wJ
1398,57869,conf/vldb/DarmontS99,AalAORXSOqwJ
2457,32549,journals/vldb/PapadiasS94,UM0nh_l5epoJ
185,52951,journals/sigmod/CabreraLM01,y_11zv4cxasJ
2026,42162,conf/vldb/TatbulCZCS03,PrCyoY9tMxgJ
297,25808,conf/sigmod/PapadiasTFS03,fDWfHiQ6BR4J
561,55682,conf/sigmod/ChenZCKR01,-ndGelVoqCQJ
628,18997,journals/sigmod/SilberschatzSU96,6XxswNrUSk4J
1252,21830,conf/sigmod/AdelbergGW97,dAnyGPqToQEJ
1257,15758,conf/sigmod/YangM97,FGPvJf3LGYwJ
415,6057,journals/sigmod/SmithO99,P2r5C4XvYo4J
394,5180,conf/sigmod/PaparizosACJLNPSWWY03,MAdjH9lCsysJ
1863,47998,conf/vldb/ChenRS95,SOvSvPwPzMoJ
507,46936,conf/sigmod/YangWYH02,EQsWWZdE45wJ
245,46936,conf/sigmod/Al-KhalifaYJ03,EQsWWZdE45wJ
1490,52331,conf/vldb/JoshiBLL98,RufEbUPZNbYJ
2128,22817,conf/vldb/ImielinskiB02,7FHudYbEkF0J
1983,24156,conf/vldb/BouganimNPW03,z7XgJoN_BzUJ
1881,32739,journals/sigmod/TatarinovIMHSDDKMM03,jfkafZcMjgIJ
863,17709,conf/sigmod/BerckenDS00,mzl0Gx_xIoAJ
1151,6098,conf/vldb/LingLL00,VfKOqNP73HYJ
987,55682,conf/sigmod/RundensteinerCLCZNJLW99,-ndGelVoqCQJ
639,56662,journals/sigmod/AdelbergKG96,pzPZuUoWej8J
2293,28519,journals/tods/SistlaWYS98,SHi3jbyB9t0J
847,38117,conf/sigmod/ReveszCKLLW00,o6noitAUGhYJ
2012,55072,conf/vldb/KumaranH03,3ku_XOqYuawJ
2021,40074,conf/vldb/LimWV03,4XF3ZlXQAEgJ
197,43862,conf/sigmod/ChaudhuriGS03,Gz0uaD8l3T4J
396,57843,conf/sigmod/ChoALS03,79CvVWsqYLcJ
1666,48019,conf/vldb/SellisRF97,u_9qWSpjaO4J
1050,34689,conf/sigmod/FranklinZ98,z6Z1hQYHTAMJ
2323,60791,journals/vldb/FernandezFLS00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D603872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1965,23176,conf/vldb/HardingLM03,yyUMt1X2WXcJ
1495,57936,conf/sigmod/HouZ95,-0jDi-1IoTYJ
813,17191,conf/sigmod/LiefkeS00,Z9e9dqy5KBgJ
396,20286,conf/sigmod/ChoALS03,ho3IAnDHcrcJ
480,50724,conf/sigmod/ChenGMV02,FBibYDQ53xYJ
2044,11576,conf/vldb/CormodeKMS03,HjwbHpPjvasJ
850,5180,journals/tods/LakshmananLN03,MAdjH9lCsysJ
1340,42722,conf/vldb/ChaudhuriW00,jq5VkbTyBksJ
1231,50134,conf/sigmod/GravanoCGP97,sBVErKh0FqMJ
2117,45797,conf/vldb/ShashaB02,bZj9gl0_YUIJ
1378,23766,conf/vldb/JagadishKNS99,1n7AY641YyAJ
439,46936,conf/sigmod/HanWDPW02,EQsWWZdE45wJ
785,3250,conf/sigmod/LitwinS00,f1h0J1_ELisJ
1325,15272,conf/vldb/WangZ00,ryDHZM31rmwJ
1638,14271,conf/sigmod/KeimK95,vrlNTuVexE4J
186,40074,conf/sigmod/WangJLY03,4XF3ZlXQAEgJ
1517,166,conf/vldb/CareyK98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310071%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
889,27924,journals/tods/TaoPZ02,Eh5NlbJ8OCMJ
977,55098,conf/sigmod/DoRD99,r6mo1pAZfAQJ
1777,17998,conf/vldb/CareyD96,uugDN9iyMB8J
1958,41953,conf/vldb/CarneyCZRCS03,1J26mBTxdS0J
713,27698,conf/sigmod/LabioWGG00,d24yd6IygmoJ
702,37897,conf/sigmod/WuAA01,url:http://www.springerlink.com/index/CWANCL0VWN1MKL0M.pdf
1561,29485,conf/vldb/MengLYWCR98,WSY7q1DJdCsJ
2003,34556,conf/vldb/ChenDZ03,HDDasG0SKKQJ
748,1089,conf/sigmod/AgrawalW00,mB8W6em6zi8J
889,44139,journals/tods/TaoPZ02,kMErBl8K_WEJ
1167,8620,conf/sigmod/ParkKKLPC98,hti26bFVyCsJ
1251,6813,conf/vldb/CareyKSSS00,F66hcQrlmJAJ
2191,30820,journals/tods/MumickFPR96,K62EwWeSRKUJ
741,20297,conf/sigmod/RoySSB00,BJBeZ446Yc0J
2044,44356,conf/vldb/CormodeKMS03,_-JZT1cOuZ8J
1317,14980,conf/sigmod/LabioZWGGW97,36ibNcuzKVAJ
373,28946,conf/sigmod/KalnisNOPT02,OM7n6h8R8CoJ
984,16268,conf/sigmod/LiVCAHMWBCHIKSS99,1ASyJgfRykwJ
858,55756,conf/sigmod/LiBCS00,rwuw1MV4wlwJ
792,44556,conf/sigmod/LeeKOTM00,3dbNl8ysmWYJ
2139,7625,conf/vldb/AgrawalKSX02,xC6K0eK288QJ
355,35695,journals/sigmod/LawderK01,qw3YROa38SAJ
2389,14189,journals/vldb/JagadishACLNPPSWWY02,qe3zCXe4dHQJ
1033,295,conf/sigmod/AdaliBSS98,c2dH5RxNj6kJ
1182,43960,conf/sigmod/AcharyaFZ97,ZdWKBKSoMUQJ
544,37287,journals/sigmod/KeetonPH98,6MtRlhEClPEJ
1814,17075,conf/vldb/SeshadriLR97,HjDa9on7LzoJ
1148,42097,conf/vldb/WuFSP00,WBf98hZKgzgJ
1517,59899,conf/vldb/CareyK98,Z0oCigN4pVMJ
1939,13579,conf/vldb/SchindlerAG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
126,27325,conf/vldb/BrownMCL94,Pr0TTH94o44J
2510,35245,conf/vldb/BertinoBFS96,RLes3oK5dI0J
97,51470,conf/vldb/EvangelidisLS95,KGnr3HOkiDAJ
466,30399,conf/sigmod/ProcopiucJAM02,-8kwWt7zoR8J
1002,43211,conf/vldb/LiCHPALHAY01,L854PhEQPTsJ
319,6028,conf/sigmod/ChaudhuriKN03,xZGh4737yOoJ
1424,25184,conf/sigmod/RothAHCCFSTW96,nq7CSMVFjq8J
1147,20180,conf/vldb/YagoubFIV00,uo79zyqUB10J
636,59103,conf/sigmod/BabuGR01,gkEOPxIM4GkJ
1115,40644,conf/sigmod/ChaudhuriMN98,_GLI7Izv17cJ
1164,19595,conf/vldb/AbrolLMMMRTWZ01,CaplZan57x4J
479,19492,conf/sigmod/DobraGGR02,zQCRmiH6jo4J
796,6367,conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ
2095,45768,conf/vldb/HeymannTKWRMF02,EAZ5Gz22bIUJ
671,23634,conf/sigmod/AgrawalCN01,KrfR8djb3C8J
2352,13344,journals/vldb/ChakrabartiDAR98,pxyMytCR9dgJ
459,55242,journals/sigmod/PapianiWDN99,EHBFbc1r9oIJ
2365,50732,journals/vldb/HuntAI02,LiYp5oaDwbMJ
284,22407,conf/sigmod/CranorJSS03,DSgvzmiKwzEJ
151,39813,journals/sigmod/ShahMFH01,luw5euo-eqsJ
1004,55715,conf/sigmod/NatsevRS99,tAnONC5J2W8J
1936,20232,conf/vldb/PapadiasTS03,5ycrGnvEqw8J
1418,23275,conf/vldb/LiRS99,7FXPa8AvxwkJ
1767,23429,conf/vldb/SeshadriLR96,JAMaus2HrE0J
245,35661,conf/sigmod/Al-KhalifaYJ03,Pdhfb0V9jM8J
2135,57036,conf/vldb/ParkMC02,IxYJDGiAe48J
2023,54351,conf/vldb/ShiSZ03,2k86UbDS1K4J
225,48780,conf/vldb/SistlaYH94,SsOLRJZrmtYJ
1984,31765,conf/vldb/WangSG03,jpNXw9L7pxgJ
815,49777,conf/sigmod/GarofalakisGRSS00,Xm3ygCvkmN8J
2216,33054,journals/vldb/FungKL03,5KdceadGf8cJ
1243,6655,conf/vldb/Brodie00,yMjJam38N8sJ
1371,28532,conf/sigmod/SelfridgeSW96,01ZVDudF4WAJ
183,22890,conf/sigmod/DasGR03,yC9kjEGBDL0J
2139,33773,conf/vldb/AgrawalKSX02,rnfILQoQrBYJ
1960,18724,conf/vldb/GalanisWJD03,_DJTk_XlTHsJ
946,23815,conf/sigmod/MankuRL99,X94gDE70Zn0J
685,46671,conf/sigmod/DoanDH01,NdmocXlpq9QJ
790,45933,conf/sigmod/RodriguezR00,Kl3cf1fa64oJ
2094,42109,conf/vldb/LamKR02,GdvZvvRTXIAJ
849,59345,journals/tods/TaoSP03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027639%26type%3Dpdf
2193,10597,journals/tods/FraternaliT95,8k0tS22xvPcJ
811,14730,conf/sigmod/KornM00,f6JFkfhawW8J
656,7245,conf/sigmod/YuMWL01,kDOjX3wnfnQJ
1678,3735,conf/vldb/GehrkeRG98,yCxiDg9XEYQJ
2046,27516,conf/vldb/KornMZ03,Chp-3UwMgTQJ
219,62332,journals/sigmod/CuiJO02,url:http://doi.wiley.com/10.1002/tl.125
1338,4798,conf/vldb/WangHH00,url:http://www.ingentaconnect.com/content/els/09505849/1999/00000041/00000005/art00007
331,15032,journals/sigmod/YuenCLL00,s-mFSAgA1zwJ
1311,60315,conf/sigmod/GingrasLSPS97,CaI_f0ZnY0IJ
2345,14751,journals/vldb/ChenHY97,Xyj4TP42JgcJ
359,18743,conf/sigmod/LuoEHN02,2aeb_pBP7lcJ
1428,42406,conf/sigmod/FukudaMMT96a,CleG_qFlv1AJ
2011,353,conf/vldb/TengCY03,3SZUiHn5-goJ
1612,32135,conf/sigmod/ShklarSKT95,aYSnakD53UAJ
1672,58981,conf/sigmod/BrinkhoffKSS94a,CBHicx5w3ocJ
280,12219,conf/sigmod/BornhovdAKMPR03,MSw9OnOdcVEJ
1412,49228,conf/vldb/IoannidisP99,k6PcAIbeWhcJ
1218,13899,conf/sigmod/NgLK98,HMbFbVYcCuwJ
2307,18781,journals/vldb/PacittiS00,NPBdhgOciGwJ
1164,56481,conf/vldb/AbrolLMMMRTWZ01,Qzwj4cCQBjQJ
1339,21773,conf/sigmod/ColbyKLMR97,fDiU6std8e0J
1643,307,conf/vldb/LeeLWS97,RvcmFAQHwz0J
721,26864,conf/sigmod/ChoSG00,y6gLSJhyXfcJ
1497,58576,conf/sigmod/BrinDG95,hP-WY-m-eDsJ
1857,10624,conf/vldb/AmsalegFG95,rO4-yA3tlfoJ
2020,18724,conf/vldb/ChenL03,_DJTk_XlTHsJ
989,17984,conf/vldb/LiM01,ikJrOFv4o9QJ
2054,8694,conf/vldb/NiermanJ02,BGcx_nZKM4wJ
992,29020,conf/sigmod/BrodskySCE99,url:http://portal.acm.org/citation.cfm%3Fid%3D335191%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3D335191%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
334,29020,journals/sigmod/BernsteinHP00,url:http://portal.acm.org/citation.cfm%3Fid%3D335191%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3D335191%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
527,11133,journals/sigmod/ChaudhuriD97,Tagq11E6HfAJ
385,36155,conf/sigmod/KornMZ03,hBoL6DaFUMYJ
2402,58803,journals/vldb/JagadishKNS00,946iAs3adDcJ
721,49845,conf/sigmod/ChoSG00,D4MiKRaC-rEJ
198,10665,journals/sigmod/VelACM01,url:http://doi.wiley.com/10.1002/tl.66
2510,22681,conf/vldb/BertinoBFS96,QCX9hAvncUkJ
856,24406,conf/sigmod/YangYW00,wYo6XpSQEYkJ
2255,59315,journals/tods/LiC01,NMgExE-JRD0J
411,46421,conf/sigmod/OoiTZGLLLNSWZ03,ggVa2pgFHIQJ
591,53936,conf/sigmod/LahiriG01,rg8576nvnkUJ
1011,6789,conf/sigmod/DeutschFS99,i5coyXNfHCkJ
507,40467,conf/sigmod/YangWYH02,Su_ZjtcH7I0J
245,40467,conf/sigmod/Al-KhalifaYJ03,Su_ZjtcH7I0J
1814,62955,conf/vldb/SeshadriLR97,3OxZS395vDcJ
1645,27491,conf/sigmod/ZhangNBB94,qOgXuRc7f4QJ
1647,9070,conf/sigmod/ImielinskiVB94,7qv9IC8F_WQJ
1194,18924,conf/vldb/OoiYTJ01,xGlwPueAevQJ
1662,52735,conf/sigmod/ChristophidesACS94,7Y50G20ltdIJ
2046,15757,conf/vldb/KornMZ03,d4p4lHEQfrkJ
1941,657,conf/vldb/ChaudhuriGN03,sAYCyUcugbYJ
550,60701,journals/sigmod/CheungF98,2YFH0DLfNE4J
1546,31649,conf/vldb/RamanRH99,bV8_CDuW2gMJ
707,7694,conf/sigmod/AggarwalY00,PsPGEygMgmcJ
2229,56000,journals/tods/YanG94,lr_Kq9SZLY8J
188,57087,conf/vldb/YanA94,fx6kDLBa8q8J
2454,7823,journals/vldb/AgrawalAJL95,P0age7qyZacJ
582,54762,conf/sigmod/HanPDW01,ghIMekzCkMQJ
1629,15819,conf/vldb/StathatosRB97,JH2hiRXPJcEJ
247,64083,conf/sigmod/WangPFY03,9DSjjiMXVFMJ
1110,44301,conf/vldb/DuttaDMRT00,L_EKDuVUoIEJ
1930,3881,conf/vldb/LinLYZ03,Cci9fTlN_v4J
1942,36695,conf/vldb/HaasB03,52x78w6qgcwJ
1984,63524,conf/vldb/WangSG03,Aq_TE_cWEQkJ
667,37315,journals/sigmod/KaradimitriouT97,2tw4hil58GoJ
848,34852,conf/sigmod/ChakrabartiM99,zmBMRUNv8sQJ
1361,29775,conf/vldb/GionisIM99,TqXFdQBTW6kJ
1725,32681,conf/sigmod/SeshadriLR94,zm3D83ZiU4UJ
1143,38183,conf/vldb/YuV00,nJ-qtwj_qF8J
1040,61625,conf/vldb/ChungCLL01,NXLLAB_vdwsJ
895,18833,conf/sigmod/IvesFFLW99,9NlVdFCl2ysJ
1008,35514,conf/sigmod/PapakonstantinouV99,QdjJIvE2hmQJ
1965,58936,conf/vldb/HardingLM03,DR5NB6eY72cJ
2216,11980,journals/vldb/FungKL03,NiMMkRZXWzoJ
2399,23176,journals/vldb/LiCHH01,yyUMt1X2WXcJ
2513,45155,conf/vldb/AgarwalADGNRS96,1bXX8uOvfQAJ
1325,62925,conf/vldb/WangZ00,-X4GxN5BsbYJ
420,54188,journals/sigmod/SycaraKWL99,0WYMHga_bt4J
438,28164,conf/sigmod/AgrawalCD02,4weou-KgkM8J
700,37209,conf/sigmod/Amer-YahiaCLS01,LI_7t59SXi4J
1151,33698,conf/vldb/LingLL00,kxIpDxLD46gJ
1339,62042,conf/sigmod/ColbyKLMR97,1kGIXDE6G90J
2366,21723,journals/vldb/AguileraCMVV02,rZcRXL6ueUMJ
1913,21189,conf/vldb/BelussiF95,yFaUjmOQp1wJ
966,175,conf/sigmod/AcharyaPR99,KrVgTXcNPPUJ
180,26593,conf/vldb/Bernstein94,TqLyg1wbo5UJ
783,49517,conf/sigmod/Galhardas00,GxDfgCi-rq4J
1610,54399,conf/vldb/YangKL97,T268xHh1z1cJ
1694,17129,conf/vldb/SilversteinBMU98,vIwsSOGQOWAJ
19,35535,conf/vldb/SrikantA95,wRDd4h0gAkYJ
262,28877,conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,7DFhNMAE13QJ
2169,56083,conf/vldb/BettiniJWW02,DRTFwdVQAlMJ
186,25095,conf/sigmod/WangJLY03,5JYRccSMeUwJ
2063,21133,conf/vldb/LakshmananNWZJ02,n4GBECW_g1UJ
1984,18396,conf/vldb/WangSG03,JvthmGX_uoQJ
2128,45879,conf/vldb/ImielinskiB02,NeKq-IE8C04J
1711,48974,conf/sigmod/HsiaoCY94,hNx9EEtRqz0J
456,61550,conf/sigmod/SismanisDRK02,zMgbS5u_GwYJ
1997,34284,conf/vldb/Shenker03,5yETsE57mzgJ
1040,18941,conf/vldb/ChungCLL01,HRVcv8ekxzMJ
205,32665,journals/sigmod/LohmanGFS01,jC-TppzLPuEJ
1642,19009,conf/sigmod/WangCMSSZ94,imJrz_SsLZAJ
1257,40109,conf/sigmod/YangM97,6j5_vopt6hAJ
565,49415,conf/sigmod/JagadishJOT01,YtMVuLN2XaYJ
1035,34812,conf/vldb/AboulnagaAN01,YQnqgdlGO5oJ
2496,19860,conf/vldb/ShethKMWDLPLS96,IM262vEOqSsJ
411,35362,conf/sigmod/OoiTZGLLLNSWZ03,7WknKjj67lMJ
1547,29510,conf/sigmod/WhiteD95,6SBwemr2zscJ
1306,19999,conf/vldb/DiaoLCT00,AcAmeVxt_YoJ
411,57993,conf/sigmod/OoiTZGLLLNSWZ03,-VqtdvVpztEJ
1622,51726,conf/sigmod/CeriFPP95,aphxPCo8qkgJ
964,24207,conf/sigmod/AnkerstBKS99,_BkX17d-y7gJ
396,56180,conf/sigmod/ChoALS03,SA9NEkfzS0EJ
668,12545,conf/sigmod/ZhangNDLL01,jMc3U-zRTPEJ
11,33149,conf/vldb/ChaudhuriGS95,HuTZ23tc7Z8J
1285,55524,conf/sigmod/AgrawalASY97,AyDb4G2EiGwJ
2205,21724,journals/tods/LitwinN96,ceBWKDUmKDAJ
738,57048,journals/sigmod/YanG95,YkIvdNOC64cJ
1720,52419,conf/sigmod/CareyDFHMNSSTTWZ94,5n9A8i8-yjoJ
2255,11638,journals/tods/LiC01,4LAyAtRGJQYJ
852,21872,conf/sigmod/HsuLG00,FYaY6FhJVxUJ
2495,14508,journals/sigmod/WinslettMY03,I-q_1JdYEZEJ
2182,51726,journals/tods/CeriFPT95,aphxPCo8qkgJ
2410,53805,journals/vldb/RahmB01,bkpTodGryDAJ
1400,54134,conf/sigmod/BrownCL96,H4A7nUWyXtQJ
474,54908,conf/sigmod/GaoW02,YyPD6X9IFd8J
863,49765,conf/sigmod/BerckenDS00,dZI3koQMDFwJ
1922,62352,journals/sigmod/BertinoEH03,4m-WmWU5iGYJ
1000,47784,conf/sigmod/ChangG99,RxJuX25i8OwJ
2454,5058,journals/vldb/AgrawalAJL95,Ve-JH2yNN0kJ
2235,10612,journals/tods/PolyzoisG94,zbJYyUhl2cIJ
853,58876,journals/tods/ChoG03,4tTQJrG4pn8J
276,55832,conf/sigmod/AbiteboulBCMM03,QbisQ-7q62MJ
2270,18712,journals/tods/FranklinCL97,5xe-dQqXfI8J
512,49134,conf/sigmod/JosifovskiSHL02,xA9KNostV4cJ
1609,26550,conf/sigmod/ThomasDM95,ie9hhRD7fVQJ
161,48153,journals/sigmod/ShethMKA01,xohdX4HFCHoJ
2010,8400,conf/vldb/AggarwalHWY03,SAbNG8szVhQJ
358,52639,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,DnuTLLUbjWIJ
2493,57603,journals/sigmod/AilamakiG03,v7A9Otp7OjsJ
2407,49161,journals/vldb/TanGO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D336587%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
945,37123,conf/sigmod/ChaudhuriMN99,Lnp1RVSzInEJ
1468,26318,conf/sigmod/PoosalaIHS96,bvyqSciFIjcJ
2239,52768,journals/tods/CuiWW00,-UILVcP4CZ8J
1101,18388,conf/vldb/DingGS00,0s0j1_xOwpYJ
1610,18265,conf/vldb/YangKL97,uX1YGflKn08J
95,62967,conf/vldb/AgrawalPWZ95,VhJatmjKuU8J
2389,11587,journals/vldb/JagadishACLNPPSWWY02,p7wumIMn_2oJ
909,50648,journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a,gwV15NcKT9IJ
1986,11382,conf/vldb/WangZL03,KYlSGtN4tIIJ
2399,1163,journals/vldb/LiCHH01,viwFDMgbI2wJ
438,25399,conf/sigmod/AgrawalCD02,a1CLM5GoVtYJ
1256,41307,conf/vldb/PereiraFLS00,NDTjtWuhzbQJ
1096,44058,conf/vldb/AgrawalCN00,ci04dpI4WvYJ
295,8317,conf/sigmod/LiBKN03,2APmJ-GQBbwJ
515,9781,journals/sigmod/FernandezFLS97,e_vUPQi8-xIJ
2194,11496,journals/tods/GuoSW96,QKnrc4krsAUJ
1206,55715,conf/sigmod/AndersonBKW98,tAnONC5J2W8J
2389,53816,journals/vldb/JagadishACLNPPSWWY02,z6l0wfs32iYJ
1382,15001,conf/sigmod/SrikantA96,9jl8yjwnp-IJ
697,56777,conf/sigmod/KriegelMPS01,-lcQEVLzcuwJ
650,23188,conf/sigmod/BrunoCG01,2Ua-pWTof_YJ
2389,38540,journals/vldb/JagadishACLNPPSWWY02,boJKiPCpIxkJ
1231,35773,conf/sigmod/GravanoCGP97,oHUiSrycKdgJ
1206,8359,conf/sigmod/AndersonBKW98,dNK16sHm9eUJ
1276,30820,conf/sigmod/LivnyRBCDLMW97,K62EwWeSRKUJ
1896,6362,conf/vldb/HellersteinNP95,Y1lEnVPl6d8J
396,54570,conf/sigmod/ChoALS03,avZgSdSkuvAJ
1254,1610,conf/vldb/BernsteinHJRW00,Vp2WiW9vCvgJ
2408,43104,journals/vldb/RamanRH00,dLP8AfWQ7r0J
1076,6973,conf/vldb/ChaHKK01,qMHeVzVxBVkJ
156,51326,conf/vldb/ChakravarthyKAK94,1vBW1TRYVJAJ
1422,46456,conf/vldb/CeriFP99,hiNs_zWcwlgJ
2454,6481,journals/vldb/AgrawalAJL95,k_7lz-Zgp6sJ
1646,58215,conf/vldb/GoldmanW97,Ye9iUyg5mL0J
1869,26207,conf/vldb/GravanoG95,ilCT5UFnHxgJ
1266,27634,conf/vldb/BeneventanoBCCGMMV00,AgqQVeQ7A0AJ
565,44556,conf/sigmod/JagadishJOT01,3dbNl8ysmWYJ
783,10484,conf/sigmod/Galhardas00,LOKNVC3Rz1MJ
894,28028,journals/tods/WijesekeraJPH03,tPxHmg2G-44J
965,7492,conf/sigmod/JagadishLS99,dn5N-XwuRS4J
1101,50952,conf/vldb/DingGS00,8KJ9XFv1ESAJ
1960,3879,conf/vldb/GalanisWJD03,C4gkZ02F-QkJ
2248,30175,journals/tods/HsuSY01,c3QptREmhgAJ
2274,50055,journals/tods/AmmannJR97,TlCyk_UVLKIJ
1045,57436,conf/vldb/GravanoIJKMS01,8o0d8xLuwgUJ
1917,59617,conf/vldb/ChatziantoniouR96,iurxdvB6oLAJ
619,33650,journals/sigmod/UlusoyB96,MoNBLfTlYg0J
11,46599,conf/vldb/ChaudhuriGS95,77Sb5mlyASgJ
1391,61264,conf/vldb/GarofalakisRS99,zJ6gN0riEsQJ
853,45373,journals/tods/ChoG03,HqAWyuB11loJ
1628,56481,conf/sigmod/WangZS95,Qzwj4cCQBjQJ
1354,30837,conf/sigmod/FranklinJK96,2dIh60_opIQJ
2010,19622,conf/vldb/AggarwalHWY03,brHr940q4pAJ
73,48416,conf/vldb/BrownCC94,tD9NzOdCfTsJ
1279,43495,conf/sigmod/PatelYKTNBHRLEKGDN97,hL35hnrg8TMJ
1999,27377,conf/vldb/RaghavanG03,dDM5kBxCFb8J
2448,27203,journals/vldb/SivasankaranSTPR96,url:http://ieeexplore.ieee.org/iel2/997/7843/00331718.pdf%3Farnumber%3D331718
463,4248,conf/sigmod/WangWYY02,uVposQ8rUNQJ
2128,39276,conf/vldb/ImielinskiB02,Q6kw29ega98J
1639,5342,conf/sigmod/GibbsBT94,sZifEczLuOUJ
427,34769,journals/sigmod/KuanL99,_dFbKZPCblQJ
2310,50809,journals/vldb/GarofalakisOS98,ReV4xpbiC6EJ
1753,46919,conf/sigmod/GorelikWD94,1QvhrpZ7KBgJ
1403,35960,conf/sigmod/ChristophidesCM96,WYSBGO-zyoEJ
1558,33619,conf/vldb/FlorescuLSY99,RKh78Q-rJLMJ
32,61193,conf/vldb/Wang95,7FUOWtSbiogJ
950,37146,conf/sigmod/LeeKC99,yY3aV9CpCjwJ
2020,3879,conf/vldb/ChenL03,C4gkZ02F-QkJ
2023,13976,conf/vldb/ShiSZ03,Z_5rylbox6MJ
942,55752,journals/sigmod/GeppertD94,4PR6RpIFmw0J
261,62184,journals/sigmod/PaepckeGRC00,s7K6rICx3fkJ
687,41647,conf/sigmod/KeoghCMP01,ITQ0-XmAqiAJ
