i_dblp,j_sch,dblp_id,sch_id,cos_title,jaccard_title,dice_title,Levenshtein_title
1414,48473,conf/vldb/JagadishMN99,OUygIyv0Mi8J,0.0,0.0,0.0,0.24137931034482762
832,17758,conf/sigmod/RaoR00,nu5nhxl6WXQJ,0.0,0.0,0.0,0.2666666666666667
1722,37514,conf/sigmod/WhiteD94,VQMDtj6AJbsJ,0.0,0.0,0.0,0.23076923076923073
1942,29152,conf/vldb/HaasB03,url:http://doi.wiley.com/10.1002/ace.148,0.0,0.0,0.0,0.19999999999999996
112,43483,journals/sigmod/HuangKL02,rFEOA75JjSIJ,0.0059640057058774,0.045454545454545456,0.08695652173913043,0.22499999999999998
1552,40486,conf/vldb/HoskingC99,vGBA3aJ8EDsJ,0.0423361587265374,0.1111111111111111,0.2,0.21978021978021978
1210,24507,conf/vldb/OzdenGHNSDGGW01,ZzYmVTAjsnQJ,0.9283518731608604,0.875,0.9333333333333333,0.9076923076923077
1438,44521,conf/sigmod/PiatkoYLS96,04vTVaEtIFcJ,0.0,0.0,0.0,0.25531914893617025
2237,53771,journals/tods/WinslettSQ94,lvZTVlP7s7oJ,1.0000000000000002,1.0,1.0,1.0
413,59811,conf/sigmod/LiuFP03,8yN8Mk6A9Z4J,0.0,0.0,0.0,0.3090909090909091
2136,47303,conf/vldb/BouganimP02,K9Qbh3haBCMJ,0.0,0.0,0.0,0.26315789473684215
685,9760,conf/sigmod/DoanDH01,mhlM6vU873kJ,0.045457139726136,0.14285714285714285,0.25,0.3013698630136986
384,35661,conf/sigmod/KoudasS03,Pdhfb0V9jM8J,0.0,0.0,0.0,0.10526315789473684
382,7507,conf/sigmod/GraySSU03,soiN2U4tXykJ,0.008822119340152,0.09090909090909091,0.16666666666666666,0.14492753623188404
1993,23051,conf/vldb/AbiteboulABBNM03,hh9fQmB-eEEJ,0.0,0.0,0.0,0.2790697674418605
2301,52251,journals/tods/CasatiCPP99,12JXvv17ugoJ,1.0000000000000002,0.9,0.9473684210526315,0.9746835443037974
2023,25145,conf/vldb/ShiSZ03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D957038%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0085069838710715,0.07692307692307693,0.14285714285714285,0.27419354838709675
2114,59972,conf/vldb/KoudasS03,F0VufxHFRP8J,1.0,1.0,1.0,1.0
1484,24867,conf/vldb/VenkataramanZ98,KrAyBSajhZEJ,1.0,1.0,1.0,1.0
1368,2061,conf/vldb/ShanmugasundaramGTZDN99,RkUnSP2Vkj0J,0.0262655956551435,0.05,0.09523809523809523,0.20238095238095233
332,12466,conf/sigmod/ChaudhuriGGM03,UqcwQtfL6nMJ,0.0093124051609859,0.1111111111111111,0.2,0.25287356321839083
20,17075,conf/vldb/HaasNSS95,HjDa9on7LzoJ,0.0,0.0,0.0,0.22972972972972971
1365,17224,conf/sigmod/AdaliCPS96,kG-k9420fGMJ,0.0362543938660514,0.14285714285714285,0.25,0.25
1817,60890,conf/vldb/BohannonLRSSS97,0MCbJO8XsEoJ,0.0,0.0,0.0,0.2142857142857143
1880,44465,conf/vldb/GuptaM96,qxOaBrli95oJ,0.0385796586521907,0.06666666666666667,0.125,0.24285714285714288
1821,43104,journals/sigmod/HellersteinHM03,dLP8AfWQ7r0J,0.0,0.0,0.0,0.18518518518518523
288,37242,conf/sigmod/SunAA03,Mj5XfzB2Rt8J,0.0063473681646199,0.06666666666666667,0.125,0.2698412698412699
582,30549,conf/sigmod/HanPDW01,5C8itQi7Y2YJ,0.0,0.0,0.0,0.1333333333333333
375,32700,journals/sigmod/ReichB98,HzOZXA_VJk8J,1.0,1.0,1.0,1.0
582,59596,conf/sigmod/HanPDW01,C_H34ddegI8J,0.0651259898897405,0.06666666666666667,0.125,0.18333333333333335
650,21793,conf/sigmod/BrunoCG01,EMte57Ktmo8J,0.0,0.0,0.0,0.05882352941176472
1338,36719,conf/vldb/WangHH00,ma9Je1n6cCUJ,0.0,0.0,0.0,0.2533333333333333
2248,62015,journals/tods/HsuSY01,0H7oJ5HZJQgJ,0.0042766121398267,0.047619047619047616,0.09090909090909091,0.21621621621621623
2488,34118,journals/sigmod/WenLMZ03,E6Y3yutMsfgJ,0.0344074084569708,0.058823529411764705,0.1111111111111111,0.2790697674418605
2143,22594,conf/vldb/ManegoldBK02,-7hYJxFD-AsJ,0.0,0.0,0.0,0.18333333333333335
2248,49183,journals/tods/HsuSY01,D0E8_2y96HQJ,0.0037716783274802,0.041666666666666664,0.08,0.26126126126126126
297,42616,conf/sigmod/PapadiasTFS03,Qmv55n1HpkAJ,0.0395823607265587,0.15384615384615385,0.26666666666666666,0.3278688524590164
2011,34718,conf/vldb/TengCY03,05ShsIGjnKkJ,0.0073792944134673,0.125,0.2222222222222222,0.31818181818181823
2013,60428,conf/vldb/YuPM03,ZzsXx-hJkeUJ,0.0,0.0,0.0,0.26315789473684215
2163,8694,conf/vldb/YuSLJ02,BGcx_nZKM4wJ,0.0215308287387467,0.058823529411764705,0.1111111111111111,0.2962962962962963
964,37417,conf/sigmod/AnkerstBKS99,ewgHMHz9DTwJ,0.0,0.0,0.0,0.2168674698795181
284,6167,conf/sigmod/CranorJSS03,Up9QQITiHzAJ,0.1377294842887546,0.13333333333333333,0.23529411764705882,0.345679012345679
530,15433,journals/sigmod/McHughAGQW97,qKb2ZxD1IsYJ,0.7381511255254416,0.7272727272727273,0.8421052631578947,0.8636363636363636
2270,37049,journals/tods/FranklinCL97,lD-FChcNZUQJ,0.1312392506632873,0.11764705882352941,0.21052631578947367,0.2702702702702703
1281,59166,conf/vldb/LabioYCGW00,yh5T1bP0TGgJ,0.0,0.0,0.0,0.19999999999999996
2019,20434,conf/vldb/LabrinidisR03,DKUouEkK_b4J,0.0,0.0,0.0,0.140625
1002,59751,conf/vldb/LiCHPALHAY01,Tw8-f4saqb0J,0.0209514015712644,0.06666666666666667,0.125,0.2857142857142857
806,13796,conf/sigmod/BreunigKNS00,YNyWTdmitm4J,0.6608077776267846,0.625,0.7692307692307693,0.9347826086956522
927,40918,journals/sigmod/AndersonS94,DzfgqgV8xBcJ,0.0,0.0,0.0,0.18965517241379315
463,23256,conf/sigmod/WangWYY02,EIHn3MRfWjEJ,0.0,0.0,0.0,0.23529411764705888
2021,8237,conf/vldb/LimWV03,9kl_hTyQtmQJ,0.0714146067755234,0.15,0.2608695652173913,0.28409090909090906
1828,33671,journals/sigmod/PitouraAPSV03,K84OAzFimWgJ,0.842663513940748,0.8181818181818182,0.9,0.8529411764705882
350,27516,conf/sigmod/ZhuS03,Chp-3UwMgTQJ,0.0044337292809528,0.045454545454545456,0.08695652173913043,0.24468085106382975
2345,6082,journals/vldb/ChenHY97,Fnr-hxbxcOcJ,0.0,0.0,0.0,0.2465753424657534
1188,64078,conf/vldb/ZhouLZLZJT01,url:http://portal.acm.org/citation.cfm%3Fid%3D342009.336560,0.0258686878280138,0.15384615384615385,0.26666666666666666,0.26530612244897955
1050,27927,conf/sigmod/FranklinZ98,-LRzTMJvt9UJ,0.0,0.0,0.0,0.16666666666666663
1867,61892,conf/vldb/YanG95,Xh9AnV9p-REJ,0.026688798614589,0.07142857142857142,0.13333333333333333,0.32307692307692304
1887,40667,conf/vldb/SavasereON95,-ArGEwUlGMkJ,0.605394554608351,0.6428571428571429,0.782608695652174,0.7472527472527473
2293,63986,journals/tods/SistlaWYS98,url:http://portal.acm.org/citation.cfm%3Fid%3D182591.182640%26dl%3DACM%26dl%3DACM%26type%3Dseries%26idx%3D182591%26part%3DProceedings%26WantType%3DProceedings%26title%3DSymposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.2293465664174603,0.23529411764705882,0.38095238095238093,0.4320987654320988
1338,451,conf/vldb/WangHH00,azGenr45ZMoJ,0.0,0.0,0.0,0.2315789473684211
1419,7206,conf/sigmod/Freeston95,Fr8CPbK-IFIJ,1.0000000000000002,1.0,1.0,1.0
1933,49306,conf/vldb/WangC03,SVt9U79mFdMJ,0.0,0.0,0.0,0.14492753623188404
60,12262,conf/vldb/WuYCT95,cD58SWaZP7oJ,0.167703923587132,0.23529411764705882,0.38095238095238093,0.3027522935779816
2348,59347,journals/vldb/PapazogluK97,3k9vWWMJiWYJ,0.3967057661143272,0.5,0.6666666666666666,0.6111111111111112
567,49219,conf/sigmod/LeeWMS01,5ZmdiZvf1kgJ,0.0,0.0,0.0,0.25
1402,2314,conf/vldb/AcharyaGP99,WGWZ2cNZW2YJ,0.0440217291568735,0.05555555555555555,0.10526315789473684,0.22058823529411764
506,31038,conf/sigmod/ChangH02,10FYofnRROUJ,0.0,0.0,0.0,0.27692307692307694
606,59535,journals/sigmod/HasanFV96,vIBvTfMLL4UJ,1.0,1.0,1.0,1.0
1926,13803,conf/vldb/PapakonstantinouAG96,otDMd9heh_AJ,0.0,0.0,0.0,0.5208333333333333
438,2796,conf/sigmod/AgrawalCD02,wR6CGftUyH0J,0.0,0.0,0.0,0.27118644067796616
1391,28728,conf/vldb/GarofalakisRS99,2TVYDBNYioIJ,0.0,0.0,0.0,0.25
1815,5112,conf/vldb/NgC97,QnOo286ZNGsJ,0.0,0.0,0.0,0.326530612244898
1255,23205,conf/sigmod/CareyDNAGS97,iME-SCx_DIgJ,0.0324766207623301,0.06666666666666667,0.125,0.18181818181818177
2494,7844,conf/vldb/LevyRO96,url:http://portal.acm.org/citation.cfm%3Fid%3D237661.237717%26dl%3DACM%26dl%3DACM%26type%3Dseries%26idx%3D237661%26part%3DProceedings%26WantType%3DProceedings%26title%3DSymposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0218943316732369,0.06666666666666667,0.125,0.2597402597402597
1485,19695,conf/sigmod/ParkCY95,5uimonC4q_QJ,0.009796148371666,0.07692307692307693,0.14285714285714285,0.30645161290322576
1986,14793,conf/vldb/WangZL03,RcGtwO6Ue8oJ,0.0,0.0,0.0,0.273972602739726
687,6883,conf/sigmod/KeoghCMP01,vI9c-zUADl8J,0.0055315779144019,0.05,0.09523809523809523,0.29268292682926833
2139,9373,conf/vldb/AgrawalKSX02,vT6v9qSkI2UJ,0.0,0.0,0.0,0.1842105263157895
567,53541,conf/sigmod/LeeWMS01,Hz_TU6kUj08J,0.0,0.0,0.0,0.25
1608,46863,conf/sigmod/GatziuGD95,NU4yPbIkZpsJ,0.8917961061703727,0.8333333333333334,0.9090909090909091,0.6888888888888889
1986,56083,conf/vldb/WangZL03,DRTFwdVQAlMJ,0.112775528660558,0.2,0.3333333333333333,0.22619047619047616
2468,3398,journals/vldb/RamakrishnanSSS94,2w2qkhr3k3kJ,0.0,0.0,0.0,0.25
1774,56200,conf/vldb/BerchtoldKK96,PKMN5Cdy7KcJ,0.1344019052143719,0.16666666666666666,0.2857142857142857,0.36904761904761907
1217,40067,conf/sigmod/AndersonAF98,ndanZ6c3ntcJ,0.0,0.0,0.0,0.2407407407407407
1428,42731,conf/sigmod/FukudaMMT96a,lP571q5eN4gJ,0.0883956713267003,0.1,0.18181818181818182,0.3529411764705882
917,33359,conf/sigmod/BraumandlKK99,c22l_WX_ADwJ,0.0,0.0,0.0,0.19444444444444442
2388,31927,journals/vldb/IvesHW02,url:http://portal.acm.org/citation.cfm%3Fid%3D872757.872833%26dl%3Dportal%26dl%3DA%2520CM%26type%3Dseries%26idx%3D872757%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0,0.0,0.0,0.23529411764705888
2100,37876,conf/vldb/LiuJ02,89P3EdEDuOEJ,0.0,0.0,0.0,0.16666666666666663
2522,32681,conf/vldb/RamakrishnanR96,zm3D83ZiU4UJ,0.0,0.0,0.0,0.2195121951219512
1857,48506,conf/vldb/AmsalegFG95,gkbM-pRDcSwJ,0.0,0.0,0.0,0.24390243902439024
250,46667,journals/sigmod/EisenbergM00,KcJYIDFyJLsJ,0.0111814245730157,0.06666666666666667,0.125,0.23404255319148937
2345,16015,journals/vldb/ChenHY97,kAjqt-CHlo8J,0.0031680559946787,0.041666666666666664,0.08,0.19780219780219777
702,3377,conf/sigmod/WuAA01,LImRBeAtjMQJ,0.0068609553206441,0.0625,0.11764705882352941,0.2571428571428571
335,22831,conf/sigmod/StoltePAG03,zrQPbIIo2E8J,0.0074260557808357,0.07692307692307693,0.14285714285714285,0.18965517241379315
984,48352,conf/sigmod/LiVCAHMWBCHIKSS99,P25_yh3lBhoJ,1.0,1.0,1.0,1.0
939,40473,conf/sigmod/FlorescuLMS99,ckjlnFHOwd8J,0.0088616382933702,0.09523809523809523,0.17391304347826086,0.25773195876288657
1969,54574,conf/vldb/MengLLA03,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601879%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0,0.07692307692307693,0.14285714285714285,0.23076923076923073
350,15757,conf/sigmod/ZhuS03,d4p4lHEQfrkJ,0.0,0.0,0.0,0.16393442622950816
1180,30736,conf/sigmod/ZhaoDN97,5vvOcgfpjUgJ,0.0074148106983941,0.07142857142857142,0.13333333333333333,0.24637681159420288
2323,19639,journals/vldb/FernandezFLS00,yrnhcMqsUVoJ,0.0,0.0,0.0,0.32727272727272727
992,31439,conf/sigmod/BrodskySCE99,175GVbHyl8wJ,0.0,0.0,0.0,0.1923076923076923
2013,45986,conf/vldb/YuPM03,yvKm-LIyeiQJ,0.0,0.0,0.0,0.21052631578947367
86,6262,conf/vldb/JohnsonS94,lMhJmpFBjO0J,0.0149030665499423,0.045454545454545456,0.08695652173913043,0.2989690721649485
2300,11519,journals/tods/ChaudhuriS99,3OTNpeTJ1vEJ,0.0076557254185428,0.07692307692307693,0.14285714285714285,0.32692307692307687
1460,62052,conf/vldb/AilamakiDHW99,V9XUvirmVEEJ,0.0,0.0,0.0,0.25
1096,39898,conf/vldb/AgrawalCN00,Nn0x6RmkrVwJ,0.0,0.0,0.0,0.24675324675324672
2248,48512,journals/tods/HsuSY01,dkdzE1VG71sJ,0.9201817264763976,0.8823529411764706,0.9375,0.8738738738738738
438,39898,conf/sigmod/AgrawalCD02,Nn0x6RmkrVwJ,0.0,0.0,0.0,0.22077922077922074
495,25156,conf/sigmod/GuhaJKSY02,6EJ6A2y_U1IJ,0.0524561478021978,0.1,0.18181818181818182,0.180327868852459
1880,28868,conf/vldb/GuptaM96,tpRKY5_U2f8J,0.0,0.0,0.0,0.24285714285714288
19,2007,conf/vldb/SrikantA95,oAlX0rVQqlIJ,0.2133589358265747,0.21428571428571427,0.35294117647058826,0.28865979381443296
2005,22898,conf/vldb/MarianS03,url:http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.30,0.0,0.0,0.0,0.2222222222222222
1069,50503,conf/vldb/OzsuLON01,npCKXD_vLM8J,0.0151388083772367,0.1,0.18181818181818182,0.2857142857142857
1159,34181,conf/vldb/GoldsteinR00,zydIJyhwgPEJ,0.7586836988882256,0.6153846153846154,0.7619047619047619,0.5454545454545454
1194,17960,conf/vldb/OoiYTJ01,w1OBIUBoft8J,0.0,0.0,0.0,0.22033898305084743
1246,7762,conf/sigmod/HoAMS97,2Z_X3zsf4CoJ,0.0063655998705039,0.05,0.09523809523809523,0.21978021978021978
20,62955,conf/vldb/HaasNSS95,3OxZS395vDcJ,0.0175892656877974,0.058823529411764705,0.1111111111111111,0.31081081081081086
274,20434,journals/sigmod/LabrinidisR00,DKUouEkK_b4J,0.0,0.0,0.0,0.1428571428571429
340,28601,conf/sigmod/ZhangZPTL03,v7hQCqKepzwJ,0.0,0.0,0.0,0.2325581395348837
1579,57371,conf/vldb/MorimotoFMTY98,31YuS02mFq8J,1.0,1.0,1.0,1.0
1232,8803,conf/sigmod/HanKK97,qOiru8Q7FbIJ,0.0766157530475752,0.14285714285714285,0.25,0.41025641025641024
1167,1992,conf/sigmod/ParkKKLPC98,c-5n9qQKLaEJ,0.0,0.0,0.0,0.25316455696202533
207,21841,conf/sigmod/MiloAABN03,TD1X4Bo-eYsJ,0.0,0.0,0.0,0.2325581395348837
1327,21872,conf/vldb/GantiLR00,FYaY6FhJVxUJ,0.0,0.0,0.0,0.2222222222222222
852,63458,conf/sigmod/HsuLG00,Sr_EyL_rCWMJ,0.0045361220142301,0.05263157894736842,0.1,0.2987012987012987
1373,33359,conf/vldb/HaasKU99,c22l_WX_ADwJ,0.0236896911097579,0.09090909090909091,0.16666666666666666,0.2222222222222222
693,33600,conf/sigmod/CasatiS01,6X9V-mqe-RoJ,0.4191539409651547,0.4,0.5714285714285714,0.5161290322580645
1073,62114,conf/sigmod/AgrawalGGR98,y5JyKlYjnI4J,0.0,0.0,0.0,0.24096385542168675
1663,31620,conf/sigmod/NybergBCGL94,fXziEl_Htv8J,0.779717170515082,0.7142857142857143,0.8333333333333334,0.7631578947368421
2112,33698,conf/vldb/DayalHL01,kxIpDxLD46gJ,0.0,0.0,0.0,0.24637681159420288
428,56714,conf/sigmod/HinneburgKW02,VWd7jhLXfV0J,0.9999999999999998,1.0,1.0,1.0
211,13854,conf/vldb/ChaudhuriS94,aaQEdfkjWN8J,0.0373804741529771,0.06666666666666667,0.125,0.2987012987012987
2060,28812,conf/vldb/ChanFFGR02,7rn7AHVs1YUJ,0.0458334203151596,0.13333333333333333,0.23529411764705882,0.21666666666666667
2381,6007,journals/vldb/ShethTP03,SU2XS1MVb40J,0.0056497444534494,0.058823529411764705,0.1111111111111111,0.24675324675324672
1739,38031,conf/vldb/AcharyaFZ96,eYabDtrkXaYJ,0.0,0.0,0.0,0.275
945,9877,conf/sigmod/ChaudhuriMN99,GL8XEeYm7GsJ,0.5827583074401795,0.4444444444444444,0.6153846153846154,0.3382352941176471
1834,63932,conf/vldb/PoosalaI97,QIG8th9DHbQJ,1.0,1.0,1.0,1.0
1194,54712,conf/vldb/OoiYTJ01,urJB0KxMkvMJ,0.0,0.0,0.0,0.18644067796610164
247,19146,conf/sigmod/WangPFY03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027716%26type%3Dpdf,0.0048214690699315,0.08333333333333333,0.15384615384615385,0.2857142857142857
1339,50340,conf/sigmod/ColbyKLMR97,2GUwicKtWTUJ,0.0,0.0,0.0,0.31707317073170727
2299,15215,journals/tods/GravanoGT99,I5fV3jpcrmAJ,0.0,0.0,0.0,0.23913043478260865
1191,39330,conf/sigmod/BerchtoldBBKK97,_oDfC1aR4CAJ,0.0,0.0,0.0,0.25757575757575757
1096,10985,conf/vldb/AgrawalCN00,Y-kXztd20YQJ,0.0,0.0,0.0,0.2142857142857143
374,64183,journals/sigmod/BollKB98,kzsFgwFZl_IJ,0.219054830190836,0.3333333333333333,0.5,0.5333333333333333
321,38693,conf/sigmod/KimC03,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://pep/jae/2004/00000218/00000007/art00008%26unc%3D,0.0116460178465316,0.045454545454545456,0.08695652173913043,0.276595744680851
1725,23207,conf/sigmod/SeshadriLR94,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.756661,0.0,0.0,0.0,0.20408163265306123
558,25804,journals/sigmod/LometBCLN98,lCQ0HZYyYNcJ,0.0,0.0,0.0,0.21176470588235297
433,7608,conf/sigmod/HellersteinW02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564788%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000000000000004,1.0,1.0,1.0
340,53460,conf/sigmod/ZhangZPTL03,OpFfGslW8iwJ,0.0,0.0,0.0,0.21739130434782605
1394,63983,conf/sigmod/ChawatheRGW96,url:http://portal.acm.org/citation.cfm%3Fid%3D233269%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D233269%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0,0.0,0.0,0.2295081967213115
1200,54318,conf/sigmod/ClossmanSHKPB98,qq2lTNrNTBUJ,0.868374982279483,0.8333333333333334,0.9090909090909091,0.7906976744186046
700,58876,conf/sigmod/Amer-YahiaCLS01,4tTQJrG4pn8J,0.0,0.0,0.0,0.14634146341463417
746,32456,conf/sigmod/PopaDST00,0aJOXauNqYIJ,0.0,0.0,0.0,0.13157894736842102
2114,61074,conf/vldb/KoudasS03,jqWSQmw8ScEJ,0.8160136609141241,0.6666666666666666,0.8,0.717948717948718
1265,7357,conf/sigmod/LivnyRBCDLMW97a,cL_OKIQDvmQJ,0.0,0.0,0.0,0.2098765432098766
1802,2866,journals/sigmod/CalvaneseGLV03,pGcIRyDyFG8J,0.9999999999999998,1.0,1.0,1.0
1203,29110,conf/vldb/CuiW01,HEAX8OOSpKgJ,0.167219134714643,0.21428571428571427,0.35294117647058826,0.34426229508196726
2352,29347,journals/vldb/ChakrabartiDAR98,Sg3YKchNirgJ,0.0,0.0,0.0,0.13138686131386856
1798,8759,journals/sigmod/TanK03,x3h2Nl0HbBQJ,0.0052644950870742,0.05555555555555555,0.10526315789473684,0.21621621621621623
1227,5560,conf/sigmod/HellersteinHW97,xW3AafG2xKgJ,0.0,0.0,0.0,0.12903225806451613
851,63367,conf/sigmod/AggarwalPWYP99,6i8hYEhbelEJ,0.0080632632923166,0.07142857142857142,0.13333333333333333,0.17808219178082196
416,38529,conf/sigmod/ZuzartePMCLW03,n_oaYAY2g40J,0.0,0.0,0.0,0.18518518518518523
2229,4781,journals/tods/YanG94,B-KfshhIPy4J,0.1064599456788367,0.14285714285714285,0.25,0.3614457831325302
1768,39095,conf/vldb/ChaudhuriS96,Q8UBGvwM2pgJ,0.0,0.0,0.0,0.20967741935483875
1338,37821,conf/vldb/WangHH00,DfOLEzMoEaEJ,0.1153963316332431,0.14285714285714285,0.25,0.42105263157894735
1945,40485,conf/vldb/YuAA03,4bvjebYsdRkJ,1.0000000000000002,1.0,1.0,1.0
702,12505,conf/sigmod/WuAA01,Ao7Ttf_XPyAJ,0.0028798264180242,0.045454545454545456,0.08695652173913043,0.23529411764705888
940,36994,journals/sigmod/JensenCEGHJ94,yK4VALoQjlgJ,0.7317260329293911,0.7,0.8235294117647058,0.7462686567164178
186,51084,conf/sigmod/WangJLY03,url:http://portal.acm.org/citation.cfm%3Fid%3D957013.957136,0.0,0.0,0.0,0.35820895522388063
1984,8922,conf/vldb/WangSG03,Yvuf17ycsAEJ,0.0,0.0,0.0,0.19565217391304346
1019,24455,conf/sigmod/GarofalakisRRS99,h_oXQ6ntHEUJ,0.0,0.0,0.0,0.24285714285714288
277,38370,conf/sigmod/BabcockCD03,iABZEL2Zoz8J,0.0,0.0,0.0,0.15254237288135597
2289,56510,journals/tods/DattaVCK99,_UFNFNjKRd0J,0.0110005974294266,0.058823529411764705,0.1111111111111111,0.28395061728395066
1678,14477,conf/vldb/GehrkeRG98,6Cdfxiuibd0J,0.0040653299273428,0.05555555555555555,0.10526315789473684,0.23684210526315785
2344,61135,journals/vldb/IoannidisNSS97,VC7Jbwgn_O0J,0.0,0.0,0.0,0.23529411764705888
1369,36353,conf/sigmod/VanceM96,CMMaMlYwgPkJ,1.0000000000000002,1.0,1.0,1.0
1021,45469,conf/vldb/SeegerBBKSDS01,0HahngOAgPQJ,0.0215460829035336,0.043478260869565216,0.08333333333333333,0.23076923076923073
376,31933,conf/sigmod/RiedewaldAA02,C85vtVHZmjUJ,0.0376055603761189,0.09090909090909091,0.16666666666666666,0.3650793650793651
2087,48647,conf/vldb/LiHKSPAC02,mGOC_IQppxQJ,0.0039880913428272,0.05263157894736842,0.1,0.2717391304347826
2021,8400,conf/vldb/LimWV03,SAbNG8szVhQJ,0.0,0.0,0.0,0.27
1721,61129,conf/vldb/RoussopoulosK98,H7Pi4AQU00YJ,0.1903144819650598,0.25,0.4,0.2142857142857143
1613,2189,conf/vldb/RossS97,5Y_l1wlPo04J,1.0,0.8333333333333334,0.9090909090909091,0.9473684210526316
806,56777,conf/sigmod/BreunigKNS00,-lcQEVLzcuwJ,0.0,0.0,0.0,0.2222222222222222
2215,14308,journals/vldb/ChuaCL03,MY0lTfhxnr4J,1.0,1.0,1.0,1.0
1264,1254,conf/vldb/ChakrabartiSST00,htMO0uWGzvoJ,0.0,0.0,0.0,0.23750000000000004
619,33007,journals/sigmod/UlusoyB96,LclVYrb7vJoJ,1.0000000000000002,1.0,1.0,1.0
969,43185,conf/vldb/AgrawalSX01,wivJNEQEWzMJ,0.0080446129997281,0.07692307692307693,0.14285714285714285,0.28846153846153844
512,24250,conf/sigmod/JosifovskiSHL02,IoNxL_rg2_cJ,0.0054208197463821,0.06666666666666667,0.125,0.24561403508771928
969,30353,conf/vldb/AgrawalSX01,4lrUNCU4HkoJ,0.0,0.0,0.0,0.18085106382978722
1628,26791,conf/sigmod/WangZS95,c57d3rgd3IcJ,0.0369287296550516,0.21428571428571427,0.35294117647058826,0.3373493975903614
207,60016,conf/sigmod/MiloAABN03,XTa-ElbpjZ8J,0.0,0.0,0.0,0.09375
279,55920,journals/sigmod/WestmannKHM00,vInYFLVq0uIJ,0.0048308268095633,0.05555555555555555,0.10526315789473684,0.29268292682926833
1391,433,conf/vldb/GarofalakisRS99,Y8HMa1ZZE6sJ,0.0,0.0,0.0,0.23529411764705888
186,8400,conf/sigmod/WangJLY03,SAbNG8szVhQJ,0.0,0.0,0.0,0.22999999999999998
1527,33505,conf/sigmod/RadekeBBEKKN95,Tkq6NymsVxsJ,0.6912907452978052,0.7142857142857143,0.8333333333333334,0.6666666666666667
1455,56260,conf/sigmod/HellersteinN96,U8ZlWhxgtxYJ,0.0898028816847681,0.11764705882352941,0.21052631578947367,0.37037037037037035
1662,1650,conf/sigmod/ChristophidesACS94,MNQLc3rxq2kJ,0.0757526968807619,0.09090909090909091,0.16666666666666666,0.728813559322034
1839,6450,conf/vldb/GarofalakisOS97,05ZgvGyhSC0J,0.0,0.0,0.0,0.2535211267605634
520,30907,journals/sigmod/SilberschatzZ97,ZsHfcZJwFQQJ,0.0,0.0,0.0,0.22580645161290325
2451,39259,journals/vldb/CliftonGB95,bZwr3eWmjVoJ,0.1194496255019106,0.23076923076923078,0.375,0.2321428571428571
1556,32930,conf/sigmod/FreedmanD95,YYZR30jP_g8J,0.0,0.0,0.0,0.21212121212121215
1476,9781,conf/sigmod/HarinarayanRU96,e_vUPQi8-xIJ,0.0,0.0,0.0,0.23529411764705888
1912,56886,conf/vldb/GardarinGT95,rXyikI2-w1wJ,0.0058866722005998,0.05,0.09523809523809523,0.25
1530,12461,conf/vldb/BliujuteJSS98,gH4dCptTL58J,0.0,0.0,0.0,0.23188405797101452
1602,47046,conf/vldb/MuthOPW98,cy0zVqmNba4J,1.0,1.0,1.0,1.0
2323,9653,journals/vldb/FernandezFLS00,KMULYUKbgVoJ,0.3987231840381172,0.3333333333333333,0.5,0.5301204819277108
458,29625,conf/sigmod/ChaudhuriGN02,KAf2DUUVabIJ,0.0,0.0,0.0,0.2033898305084746
796,6989,conf/sigmod/ChenJDTW00,9kVNirT3vMIJ,0.0750364356295176,0.13333333333333333,0.23529411764705882,0.31343283582089554
876,23722,conf/sigmod/YerneniLGU99,CGQkJvm6wT0J,0.009300438868297,0.06666666666666667,0.125,0.2142857142857143
456,62009,conf/sigmod/SismanisDRK02,bCj32WyDQ0IJ,1.0,1.0,1.0,1.0
